,0
1991,1995837325
1992,955443809
1993,383975086
1994,1396010705
1995,16097978
1996,2126832254
1997,1791502539
1998,2095432941
1999,405644084
2000,346059871
2001,1147290145
2002,910347133
2003,2100056978
2004,363555293
2005,61266504
2006,618816787
2007,1047275953
2008,558034002
2009,76429078
2010,302171116
2011,428091338
2012,1495004917
2013,964852422
2014,1386305002
2015,1432746396
2016,1216339429
2017,1398298165
2018,337836014
2019,2130951316
2020,2075632835
2021,2011623185
2022,1011127856
2023,1252255523
2024,737089718
2025,1949187563
2026,871490493
2027,1259919530
2028,890108345
2029,226841381
2030,1176131233
2031,711068708
2032,1339799294
2033,1391263788
2034,1775995167
2035,2065606624
2036,1507126731
2037,395533851
2038,1543273873
2039,1607859425
2040,1792152008
2041,39469555
2042,1979455330
2043,1790766748
2044,602446273
2045,1009958223
2046,827267379
2047,105613580
2048,1226859316
2049,993353113
2050,1349335902
2051,1481857504
2052,910984524
2053,519202379
2054,1143244829
2055,606326971
2056,200616487
2057,1488968692
2058,1325602883
2059,1281001533
2060,462799008
2061,2040259026
2062,1222015933
2063,757424135
2064,369327009
2065,2108045578
2066,714436175
2067,287240679
2068,721027126
2069,1299362616
2070,386911773
2071,988775979
2072,1276327758
2073,1363958510
2074,826450774
2075,1071741987
2076,118650165
2077,1243423666
2078,134406603
2079,533158869
2080,1995630434
2081,416170519
2082,1190426324
2083,1003843645
2084,1992399087
2085,391198710
2086,35804206
2087,1699663347
2088,2107638402
2089,1877149630
2090,1325333512
2091,2033970313
2092,78988619
2093,453811824
2094,641703814
2095,1056194723
2096,457947415
2097,152329212
2098,1393260884
2099,1771926840
2100,1091221753
2101,1243764534
2102,447181378
2103,1841027967
2104,89504683
2105,323412199
2106,839481457
2107,1264637850
2108,1526128326
2109,1898029235
2110,1326905275
2111,1246059398
2112,582311793
2113,1408938356
2114,502431712
2115,1173691285
2116,1979033328
2117,421059692
2118,1040712655
2119,2052596369
2120,792969345
2121,1703283730
2122,1208568223
2123,792809642
2124,1347603126
2125,1233782879
2126,216743480
2127,772390221
2128,1081730493
2129,1080337460
2130,1984225950
2131,762649561
2132,710565311
2133,914337881
2134,647132955
2135,499137762
2136,890170110
2137,977878456
2138,649098066
2139,324482602
2140,484725805
2141,1805817656
2142,1240898180
2143,1675496763
2144,2108498789
2145,1415670071
2146,690008559
2147,1784812231
2148,1730573365
2149,1985420939
2150,1706059942
2151,1903856508
2152,2079662973
2153,738427055
2154,1885747790
2155,1826925088
2156,1781637946
2157,430606592
2158,706318914
2159,1934763850
2160,1060968459
2161,1511085563
2162,1085502247
2163,2010573699
2164,649288356
2165,600401560
2166,1304542510
2167,807129269
2168,87831756
2169,388170390
2170,1526032856
2171,1312706120
2172,472781874
2173,692406858
2174,467948927
2175,1342050956
2176,1304760212
2177,1542550238
2178,618555718
2179,1338096351
2180,1327350048
2181,1820208184
2182,1588491087
2183,2045520665
2184,1550326077
2185,540433911
2186,1416937483
2187,48557126
2188,1713981949
2189,1384343812
2190,88458139
2191,1824405470
2192,1048285929
2193,1796513262
2194,1437233229
2195,724375659
2196,697339828
2197,1667377524
2198,1891695300
2199,899988739
2200,1080358589
2201,1744486226
2202,1194212666
2203,1015180436
2204,1953461352
2205,1829183202
2206,25773139
2207,1942216084
2208,926045799
2209,12002096
2210,930855867
2211,525949514
2212,1491404754
2213,1173421035
2214,1460482440
2215,870317243
2216,1382058199
2217,1252888281
2218,315595062
2219,1819504875
2220,1978355274
2221,963779215
2222,769458748
2223,1944199409
2224,836637301
2225,30407012
2226,204253520
2227,1780572562
2228,2036138536
2229,210646517
2230,1849066057
2231,1979987643
2232,1022357849
2233,102114725
2234,1287696292
2235,1752239879
2236,161524055
2237,1020020176
2238,1839349394
2239,761127339
2240,881963357
2241,747105948
2242,2138630601
2243,1775261850
2244,654071227
2245,1297187100
2246,410474760
2247,315944924
2248,1369243198
2249,499736892
2250,1886345488
2251,53420590
2252,1000070217
2253,1049853131
2254,250941738
2255,1892323782
2256,1341712625
2257,602330919
2258,829995741
2259,448025882
2260,1153027395
2261,208053532
2262,1312436330
2263,1502054018
2264,916993470
2265,1280564966
2266,2141834251
2267,2013554357
2268,1642448399
2269,1407735494
2270,1280562357
2271,1333069565
2272,2058646223
2273,1518592673
2274,1747958090
2275,1774659870
2276,1279689643
2277,1124439055
2278,1542158960
2279,1309966511
2280,383318767
2281,674426292
2282,1170516192
2283,387299912
2284,793095015
2285,106445566
2286,813450216
2287,1020682976
2288,452894824
2289,52149453
2290,1709688958
2291,1819660288
2292,127198917
2293,136411265
2294,1633930652
2295,2093332110
2296,2117145987
2297,1296658543
2298,469938617
2299,1450279485
2300,2053203929
2301,1679481136
2302,1886592955
2303,1642660156
2304,1126012245
2305,1149588291
2306,275358794
2307,235095996
2308,745558734
2309,1640104407
2310,266596185
2311,2041139312
2312,958273521
2313,1237869941
2314,343336429
2315,335703450
2316,508382524
2317,684545360
2318,1973630964
2319,649270836
2320,2089832849
2321,1479809556
2322,175483885
2323,828994219
2324,2082377924
2325,671931499
2326,256633545
2327,329690957
2328,566617805
2329,323014593
2330,570162135
2331,1882024051
2332,219122111
2333,270362064
2334,1793313494
2335,669392447
2336,150205101
2337,1657827907
2338,1318277258
2339,1915376800
2340,1414924457
2341,184981522
2342,1913181358
2343,758677032
2344,1711001909
2345,1566455836
2346,225224537
2347,154220594
2348,1935040840
2349,512132020
2350,2083406357
2351,1468396160
2352,1105820085
2353,323807675
2354,581503232
2355,1757660616
2356,2055461454
2357,40202723
2358,107608237
2359,2049029420
2360,643158527
2361,1576593732
2362,1363639980
2363,332169816
2364,285875648
2365,1991150775
2366,1129359169
2367,137692684
2368,1580529987
2369,2124324300
2370,736082141
2371,1271160939
2372,902321475
2373,1991078151
2374,1584110448
2375,872500288
2376,172575406
2377,1809008651
2378,135281514
2379,2043844559
2380,152394174
2381,630386819
2382,141078962
2383,2004726934
2384,1007914317
2385,861170237
2386,238197508
2387,726643754
2388,1502074110
2389,1499542499
2390,2048292480
2391,271256694
2392,871575071
2393,1225849150
2394,1948426414
2395,1432968166
2396,807827323
2397,99694741
2398,597473290
2399,1755461405
2400,1423420974
2401,1329061798
2402,243659310
2403,2047501141
2404,803134484
2405,1475224081
2406,419712959
2407,761096699
2408,1895562949
2409,44179409
2410,870530387
2411,2062159633
2412,1659177622
2413,889107174
2414,1450966377
2415,1271307911
2416,495160414
2417,1068129910
2418,1109820807
2419,1493968325
2420,1516549057
2421,950400939
2422,2063934516
2423,456786790
2424,902980432
2425,384497487
2426,837555858
2427,1029140036
2428,1279165705
2429,450616362
2430,1056742705
2431,335206185
2432,349888849
2433,484503659
2434,715919595
2435,243644913
2436,2117189426
2437,449791019
2438,1967638734
2439,1520786174
2440,1437905805
2441,647058430
2442,751312913
2443,1788043311
2444,565000360
2445,2045220696
2446,1933764128
2447,2084335564
2448,470550992
2449,2053401430
2450,919931850
2451,1716696177
2452,1016699705
2453,1164211720
2454,875308889
2455,1291142442
2456,383701628
2457,761310894
2458,356611046
2459,1562891184
2460,1300488573
2461,267531275
2462,1655881394
2463,2144418693
2464,640403903
2465,1366866025
2466,570246199
2467,1021566680
2468,777440851
2469,1846265290
2470,1098900919
2471,673918519
2472,1754089429
2473,1743512324
2474,1500523307
2475,1807699096
2476,1775385548
2477,1050586172
2478,1137895371
2479,530476948
2480,2024998261
2481,738121612
2482,1421012519
2483,1902366694
2484,2139300906
2485,374211509
2486,1451639076
2487,1810137039
2488,1038529047
2489,145986541
2490,292982970
2491,1841074293
2492,315416715
2493,1888007956
2494,1433142482
2495,202044831
2496,1128323457
2497,587864525
2498,2130133061
2499,1690329213
2500,1952919789
2501,2001986799
2502,1436744918
2503,1272582998
2504,112646332
2505,297010109
2506,2116832783
2507,227494158
2508,1340067012
2509,1010626722
2510,687717165
2511,2140730411
2512,912145919
2513,1850753004
2514,128771028
2515,758599308
2516,1356192990
2517,1191821686
2518,349427043
2519,800870170
2520,268818709
2521,1770994725
2522,497606398
2523,230484987
2524,1915444096
2525,809884233
2526,1769187518
2527,1647208957
2528,1585545186
2529,1993823172
2530,1790100489
2531,1359252797
2532,706190623
2533,561424580
2534,572759435
2535,1405650939
2536,277725953
2537,1249657367
2538,1543179647
2539,158352586
2540,584510664
2541,1452869900
2542,1785615116
2543,1962095721
2544,1646553512
2545,1000236286
2546,1933349321
2547,1788028740
2548,366409097
2549,2091489971
2550,108304308
2551,668124023
2552,1542753577
2553,170536088
2554,332744506
2555,2051524478
2556,1738434207
2557,1087651038
2558,639285728
2559,849520918
2560,625857052
2561,662158801
2562,734073879
2563,262732972
2564,898236876
2565,465583794
2566,56391080
2567,726303417
2568,749016569
2569,1828115437
2570,859339951
2571,960497015
2572,1226523596
2573,228374965
2574,862415072
2575,1174317083
2576,243667830
2577,1324346071
2578,821757971
2579,1985040678
2580,254151688
2581,1011170517
2582,1107441124
2583,765309312
2584,322153455
2585,485836602
2586,1341696071
2587,1973021301
2588,1833496532
2589,857214736
2590,37127120
2591,1672642023
2592,61760836
2593,139007618
2594,1690861455
2595,557544040
2596,1192504237
2597,2121435796
2598,943674637
2599,1322745130
2600,1013794558
2601,1872787566
2602,745390718
2603,1925513803
2604,204185551
2605,1365853555
2606,1159408385
2607,885404679
2608,69787795
2609,70368522
2610,1555883540
2611,323603677
2612,1403971586
2613,1219759687
2614,1697733655
2615,1159994779
2616,1544769404
2617,469522933
2618,61785572
2619,1225265643
2620,1306296077
2621,2104363787
2622,1065764192
2623,1786634186
2624,263234376
2625,1311783897
2626,792236002
2627,1224878713
2628,1702597311
2629,1367301532
2630,1757698935
2631,213729343
2632,1469413269
2633,1726142384
2634,1290351784
2635,70658187
2636,279013855
2637,1070637728
2638,1114004717
2639,1271258860
2640,1309496152
2641,1467969034
2642,1270002337
2643,1136356630
2644,697387771
2645,1486530756
2646,601218340
2647,669576614
2648,266161719
2649,1661211452
2650,443218777
2651,110175873
2652,384445847
2653,700754390
2654,1572293943
2655,1022224793
2656,1713699348
2657,1860124710
2658,1758114200
2659,2128300170
2660,1570337810
2661,1430384745
2662,1387073464
2663,523615540
2664,1696187145
2665,1061733711
2666,2015164758
2667,510987039
2668,1326779170
2669,1769366293
2670,1795463793
2671,2145343445
2672,1416893414
2673,680646426
2674,345702473
2675,419089069
2676,2022346132
2677,1910028910
2678,783126280
2679,1706319136
2680,891497861
2681,133444386
2682,1560235514
2683,568542331
2684,241698794
2685,1030801176
2686,1970839794
2687,502896115
2688,1527077780
2689,19124676
2690,1209672070
2691,1211207057
2692,459498622
2693,226858674
2694,137558651
2695,154137635
2696,1341714167
2697,1563544824
2698,1972476629
2699,48060274
2700,842987668
2701,38414188
2702,509629174
2703,359828537
2704,1198432763
2705,1792598693
2706,1791513452
2707,1048522076
2708,2016714333
2709,1396334561
2710,742193865
2711,882716183
2712,801201248
2713,909893327
2714,167953565
2715,626163427
2716,274110456
2717,720196709
2718,854863880
2719,1159757825
2720,1092252202
2721,1171718027
2722,1491855409
2723,767184558
2724,182432950
2725,126990287
2726,932361496
2727,578105957
2728,1159906698
2729,2113761280
2730,579041381
2731,85593647
2732,2198581
2733,621667288
2734,2047751305
2735,615368620
2736,1371867663
2737,921229651
2738,1154243955
2739,256365533
2740,53212382
2741,1417944011
2742,792590313
2743,3763060
2744,1057617236
2745,1889919187
2746,2120277898
2747,835447070
2748,1451393865
2749,1982325658
2750,995433993
2751,1328361347
2752,158490188
2753,1401879840
2754,1816752779
2755,1546407577
2756,1966104343
2757,1052037255
2758,1591892325
2759,1369481662
2760,1620185456
2761,1362473852
2762,1764599889
2763,1891769126
2764,2013876424
2765,959537253
2766,1303676562
2767,1869658919
2768,429783273
2769,1430763756
2770,322339393
2771,1777811987
2772,1967908152
2773,1792710124
2774,2096718993
2775,605422223
2776,1522970265
2777,1627923108
2778,1968210479
2779,1782445291
2780,1512547932
2781,2018910202
2782,633884525
2783,379226098
2784,817465669
2785,1063863165
2786,2055714522
2787,888493486
2788,349845991
2789,1196660121
2790,909657409
2791,527171647
2792,1509236506
2793,1178246521
2794,2065952537
2795,947707026
2796,148877310
2797,2053467503
2798,231827352
2799,341140759
2800,828350741
2801,1018994951
2802,258902976
2803,198525799
2804,1265761563
2805,524939001
2806,1409492467
2807,1894661037
2808,356883588
2809,2117543238
2810,1854579422
2811,630417922
2812,698519143
2813,425216315
2814,1915133443
2815,717831593
2816,324754437
2817,667296661
2818,1615261050
2819,1204256498
2820,1116322118
2821,1619666414
2822,1089694767
2823,214998298
2824,1371568272
2825,227386119
2826,1007984494
2827,1424615875
2828,2106547897
2829,42610241
2830,32659358
2831,1309688658
2832,1922509726
2833,702112074
2834,2141359238
2835,1122066048
2836,139576806
2837,684577996
2838,1715438820
2839,1637765765
2840,1253069701
2841,938511224
2842,200785762
2843,911893998
2844,1680121865
2845,1912525070
2846,1061813380
2847,1350193214
2848,1991660014
2849,680226808
2850,372339844
2851,1186060417
2852,647468898
2853,1453342753
2854,1538961336
2855,1667564412
2856,1554340223
2857,1717151422
2858,708642893
2859,963120432
2860,904354564
2861,826757370
2862,1056185943
2863,1426454070
2864,642874331
2865,1311629117
2866,1367567523
2867,2095058813
2868,1370260566
2869,110119803
2870,1417147409
2871,2115453269
2872,883439960
2873,1783500340
2874,1237428262
2875,1903863280
2876,1265618130
2877,200940634
2878,1391644847
2879,1045660693
2880,1764645523
2881,1409540754
2882,1290198906
2883,174014822
2884,1475795705
2885,1729137806
2886,680535635
2887,240140267
2888,1349399503
2889,1708352074
2890,581376793
2891,164677309
2892,499748851
2893,1388462024
2894,1053081931
2895,1726412989
2896,2014294172
2897,80287672
2898,507397191
2899,1826563938
2900,1063122090
2901,1726787739
2902,1896667820
2903,1329926966
2904,1162108923
2905,1767737831
2906,202696334
2907,1100595511
2908,214339156
2909,316787779
2910,1231654254
2911,988556146
2912,1084733779
2913,561427191
2914,1232455218
2915,1811902392
2916,1803014281
2917,1487268087
2918,1144910655
2919,815827258
2920,1130498434
2921,190647010
2922,1552743851
2923,896140190
2924,1430046412
2925,750126276
2926,915565096
2927,1867016663
2928,1044883854
2929,645280059
2930,1161131272
2931,1026991999
2932,1414136929
2933,2027737659
2934,947013159
2935,1756769062
2936,516973258
2937,226892071
2938,326509113
2939,1103941879
2940,161634880
2941,685758069
2942,895074867
2943,1176496368
2944,608880656
2945,2121156674
2946,1716377315
2947,703752545
2948,1990936116
2949,109128554
2950,300085361
2951,263147464
2952,334106566
2953,1568367683
2954,1243595349
2955,54286645
2956,377705162
2957,180772701
2958,998332685
2959,1735420165
2960,1232480077
2961,1222046992
2962,449831344
2963,374953735
2964,95059106
2965,132299411
2966,2064770954
2967,293962679
2968,687645067
2969,848921850
2970,156547223
2971,1417866912
2972,1739550968
2973,1713090338
2974,899466145
2975,581032610
2976,28613795
2977,1668068645
2978,1229294603
2979,566732437
2980,2145253714
2981,1038143774
2982,1835891798
2983,195130908
2984,2046189074
2985,33516787
2986,1102928728
2987,1125433945
2988,1678046834
2989,1333715749
2990,2079383793
2991,1188971843
2992,1581824358
2993,640716535
2994,1105998586
2995,1584037401
2996,713603986
2997,19424239
2998,1189933132
2999,1874491802
3000,471738059
3001,850593093
3002,1960458667
3003,1586505721
3004,82827460
3005,1749535641
3006,2057242183
3007,702112254
3008,1525879796
3009,806048048
3010,352671453
3011,1086828727
3012,917431038
3013,1115541769
3014,1743195868
3015,1336515241
3016,1330009670
3017,1616947935
3018,459946242
3019,1927302431
3020,2099423434
3021,771809428
3022,832542109
3023,553366956
3024,1590065992
3025,383731598
3026,147451263
3027,1447078658
3028,1677545827
3029,198872979
3030,1810298885
3031,586728707
3032,283905211
3033,200848889
3034,1568584097
3035,145275916
3036,1188508068
3037,926150803
3038,345381038
3039,1647896122
3040,1317769605
3041,925535711
3042,1213166252
3043,1229954344
3044,2050455317
3045,398921986
3046,1676045109
3047,1443516667
3048,183236435
3049,615409134
3050,1952633341
3051,455059155
3052,1631601447
3053,65231171
3054,40586550
3055,1431525529
3056,458603114
3057,302958990
3058,1416861908
3059,1345859583
3060,996433218
3061,2038506493
3062,2079115295
3063,668733383
3064,180992681
3065,1937449021
3066,862557254
3067,1557574096
3068,2109623167
3069,2122420927
3070,1077746181
3071,114588104
3072,1982336137
3073,520138980
3074,2030542369
3075,439188050
3076,747664011
3077,1013230536
3078,667944480
3079,1427709663
3080,1526696583
3081,1296548130
3082,1172496559
3083,274281918
3084,608260377
3085,1068472408
3086,82386995
3087,1602219381
3088,346357659
3089,39244072
3090,1894094812
3091,319085694
3092,1273602580
3093,458267422
3094,72409119
3095,1033488024
3096,2068292276
3097,1284402039
3098,1428100286
3099,1246838675
3100,1591660336
3101,812681695
3102,577233007
3103,1445643188
3104,798815591
3105,1431894946
3106,2039036138
3107,534316203
3108,1561588770
3109,1421378480
3110,1771314541
3111,1932535532
3112,564662207
3113,2009649801
3114,2026524766
3115,45641195
3116,63667614
3117,1681730602
3118,1027507236
3119,517929564
3120,1933000216
3121,1167165549
3122,770295403
3123,582687620
3124,928685800
3125,337779483
3126,597646021
3127,1157117172
3128,69674363
3129,461190804
3130,51985341
3131,1615818946
3132,204507400
3133,1242954528
3134,535929855
3135,54742482
3136,2039943470
3137,1935994327
3138,1847133186
3139,1423506446
3140,1660043137
3141,180177611
3142,674965821
3143,1500854186
3144,1784784864
3145,1187056134
3146,461904247
3147,1214866629
3148,1220242473
3149,1798267584
3150,983734709
3151,360091379
3152,1337907730
3153,705685231
3154,188460837
3155,264390401
3156,1068363947
3157,248601997
3158,1810503894
3159,1054458318
3160,877538254
3161,1127862399
3162,1509126045
3163,84675163
3164,458201894
3165,657798567
3166,735048867
3167,457768518
3168,139735127
3169,814289652
3170,1742986543
3171,656110502
3172,2106117055
3173,1729423897
3174,1233974174
3175,744734200
3176,1148702529
3177,1977824527
3178,1983847075
3179,17045043
3180,790619317
3181,616464588
3182,1260330066
3183,780677932
3184,701945990
3185,1395185743
3186,662852794
3187,860828333
3188,1400975056
3189,537626585
3190,495917646
3191,1909455098
3192,1678333183
3193,1019330592
3194,898680575
3195,752752194
3196,1149009281
3197,280748584
3198,658596098
3199,170302100
3200,1098863367
3201,1322164123
3202,1873585503
3203,1821731948
3204,1609800055
3205,1937033785
3206,1053400208
3207,584668815
3208,186815942
3209,1533646224
3210,2040932955
3211,64935662
3212,1215718950
3213,256529629
3214,249186818
3215,1381580091
3216,22029657
3217,11036207
3218,996347324
3219,1604891338
3220,2094804371
3221,619732748
3222,382293169
3223,929873553
3224,780185911
3225,1764225931
3226,1794932783
3227,1030499995
3228,655744666
3229,598260567
3230,1403870744
3231,589551880
3232,469474279
3233,1019888125
3234,570709989
3235,1603178272
3236,1771937929
3237,1435070747
3238,1189239775
3239,415217032
3240,2141200021
3241,1933465400
3242,1300077477
3243,728070094
3244,1825182426
3245,1309874325
3246,2071314103
3247,1417337480
3248,1844482707
3249,856674688
3250,1260389704
3251,2046447413
3252,1031127648
3253,1905791869
3254,483188042
3255,1766173737
3256,1883798338
3257,226246247
3258,166582685
3259,1773829367
3260,652220120
3261,403002952
3262,1310967834
3263,1256387271
3264,1886247878
3265,822101768
3266,119544255
3267,735684887
3268,861779557
3269,238026324
3270,642343615
3271,2035972690
3272,155842909
3273,2100901281
3274,1759164303
3275,158914529
3276,1486257591
3277,467627224
3278,550352874
3279,288239199
3280,757236004
3281,1282894546
3282,1586601924
3283,1742628115
3284,1527064787
3285,960964424
3286,157056910
3287,191586775
3288,434300139
3289,1855967553
3290,1883964871
3291,2095681425
3292,1393428955
3293,1907053923
3294,914510155
3295,261051126
3296,495817899
3297,1851873506
3298,374628285
3299,844782768
3300,400787187
3301,430445753
3302,619611257
3303,2083624640
3304,338428119
3305,113456046
3306,1754379272
3307,2078699679
3308,1679877238
3309,2015804312
3310,412377613
3311,540604008
3312,1205456345
3313,905273829
3314,1592004523
3315,675506434
3316,2092061683
3317,794878180
3318,760905983
3319,863563823
3320,521919102
3321,177188538
3322,146584632
3323,1185545754
3324,995648242
3325,605353118
3326,1690107638
3327,1682682046
3328,657541390
3329,977724578
3330,754460264
3331,1338478993
3332,1818247260
3333,872430350
3334,1138298528
3335,1727297302
3336,1810502056
3337,1653974826
3338,140440197
3339,437623172
3340,1399456705
3341,1835231599
3342,2127393673
3343,1768471290
3344,1099462828
3345,1009715657
3346,794129778
3347,1281550937
3348,919561014
3349,384071753
3350,846465680
3351,1792698900
3352,1582279902
3353,146038757
3354,1364126594
3355,335082097
3356,726207143
3357,681749291
3358,960836745
3359,1697801402
3360,1126707843
3361,1792846024
3362,1307741327
3363,1767031677
3364,669530854
3365,712551092
3366,212658240
3367,1059139909
3368,810813737
3369,720182629
3370,1350458656
3371,1481237954
3372,1737627705
3373,1801951984
3374,146855922
3375,324033426
3376,791349744
3377,778642759
3378,2091413025
3379,647593675
3380,88918821
3381,1851301566
3382,1968638668
3383,7408877
3384,1195938073
3385,23035891
3386,166688073
3387,1825269695
3388,544308150
3389,1859402311
3390,1002492197
3391,459953730
3392,1024369583
3393,1337103128
3394,1026801403
3395,1437645434
3396,65296482
3397,1966314401
3398,1765899472
3399,1430785062
3400,241707441
3401,72733241
3402,437989714
3403,1643313903
3404,2082294059
3405,1251608548
3406,783875753
3407,194452617
3408,172553280
3409,475609543
3410,862766099
3411,1469336822
3412,1277915458
3413,793750983
3414,1759985395
3415,1906069
3416,669574006
3417,1371686616
3418,1431743124
3419,1359204481
3420,2118836441
3421,1014459864
3422,249035413
3423,338687820
3424,1234091098
3425,1382189219
3426,1464866840
3427,1193639305
3428,1988852547
3429,794558549
3430,635686664
3431,1955555992
3432,321411661
3433,1935172423
3434,736431886
3435,102461033
3436,1694841021
3437,2138364452
3438,1103516546
3439,209888564
3440,2099056847
3441,175162052
3442,898748541
3443,1724673806
3444,161441181
3445,298466440
3446,1577001388
3447,1336088148
3448,358555650
3449,1267450153
3450,450211938
3451,1722749223
3452,1993403948
3453,857836126
3454,138676394
3455,1475998439
3456,290239781
3457,20994209
3458,278939578
3459,1394980714
3460,108253171
3461,1229910922
3462,1169059124
3463,860907758
3464,1386324106
3465,1267119905
3466,1827340513
3467,1900459172
3468,622668425
3469,618779140
3470,678276058
3471,1999582826
3472,207829082
3473,73338724
3474,2140062901
3475,1551496700
3476,502895584
3477,695481104
3478,889719210
3479,1705609786
3480,1065963706
3481,98758939
3482,477354269
3483,548907534
3484,1529136930
3485,1937919889
3486,1835307986
3487,1885947148
3488,1510490972
3489,1638500444
3490,1377652932
3491,644148568
3492,1629560461
3493,1941368140
3494,1357196614
3495,1488153258
3496,459713730
3497,1003916940
3498,1309274059
3499,2136431267
3500,386003765
3501,1696810772
3502,44124529
3503,1847614628
3504,1962595540
3505,195618290
3506,1350144835
3507,1661981883
3508,418642915
3509,507928750
3510,1289900767
3511,1343873893
3512,251096893
3513,1589040880
3514,1163659193
3515,1874280876
3516,412804089
3517,674474439
3518,1297445646
3519,1698204566
3520,898881157
3521,828759711
3522,32296017
3523,605806962
3524,934417894
3525,1693297020
3526,519623813
3527,671819665
3528,586151578
3529,1492246282
3530,485356585
3531,2066661337
3532,915543285
3533,1217765167
3534,606712742
3535,186248202
3536,937150050
3537,1553419449
3538,1973571859
3539,571684801
3540,693754016
3541,1958429353
3542,571251657
3543,786794793
3544,183481322
3545,1048300499
3546,155266170
3547,1462706513
3548,1066810373
3549,1422359036
3550,575109350
3551,386925616
3552,2102129758
3553,1610803700
3554,132495590
3555,1247251321
3556,1335402259
3557,724223764
3558,1510040392
3559,1451876299
3560,1374071756
3561,2058289236
3562,1536820984
3563,2066618870
3564,1675583498
3565,1904442670
3566,1629466377
3567,696555730
3568,649593871
3569,899039196
3570,1741340211
3571,1159874293
3572,524383873
3573,620412413
3574,1128341667
3575,1260062732
3576,955142629
3577,1093116132
3578,702111632
3579,322011011
3580,1052555581
3581,1191336549
3582,400369172
3583,568255088
3584,78550536
3585,1286784654
3586,1811790994
3587,620384788
3588,2121277205
3589,1650781064
3590,617679036
3591,552643053
3592,1911009674
3593,598397907
3594,2038469710
3595,1718425726
3596,103487011
3597,1738176669
3598,604559648
3599,825146192
3600,1666669574
3601,1161859703
3602,1154926295
3603,1528429145
3604,580355933
3605,1918278360
3606,1587548020
3607,384614575
3608,831392659
3609,1613976031
3610,695733748
3611,1520489333
3612,1907960803
3613,36438630
3614,1113066638
3615,279979794
3616,794596105
3617,1188515028
3618,1658933317
3619,1569681947
3620,1326409685
3621,1990044296
3622,1203796406
3623,1536140416
3624,336410405
3625,1012119058
3626,1259539823
3627,1833738360
3628,1382879641
3629,1196148810
3630,610384008
3631,38659722
3632,1612563481
3633,1415064160
3634,294305984
3635,1856534652
3636,1404005522
3637,1786164671
3638,675300029
3639,1120567618
3640,1432239354
3641,407104361
3642,1436833967
3643,358021981
3644,1954651643
3645,1419089801
3646,1336057946
3647,2054200094
3648,2010915767
3649,641848713
3650,840781514
3651,378289776
3652,214056754
3653,1360897374
3654,944015214
3655,199428775
3656,720011195
3657,2111132408
3658,229213894
3659,1812238908
3660,1951890578
3661,697526793
3662,426301915
3663,1672776750
3664,565264245
3665,191372858
3666,1976885033
3667,841046259
3668,2126046694
3669,442183737
3670,1170314058
3671,568116696
3672,1814919315
3673,138515163
3674,496108956
3675,1787330194
3676,1801394371
3677,199351620
3678,1455370193
3679,1946084335
3680,1220573424
3681,1129978724
3682,667242408
3683,1282526303
3684,1540817128
3685,618593722
3686,157846877
3687,1572084691
3688,981175944
3689,1537957628
3690,1491076135
3691,606508491
3692,1341502907
3693,1331126168
3694,1422518832
3695,446091494
3696,2113141584
3697,889007633
3698,1556566035
3699,1437203364
3700,1390299128
3701,941792439
3702,1190134432
3703,1438636440
3704,1449315880
3705,59241545
3706,862476453
3707,959323984
3708,406785480
3709,7993478
3710,1112109290
3711,1545018026
3712,1694380869
3713,848108535
3714,1878078968
3715,748213761
3716,451012428
3717,2140400537
3718,1760514901
3719,1276530161
3720,1055639874
3721,1479072746
3722,1066039514
3723,1471461289
3724,1924486091
3725,410728610
3726,322642413
3727,1653469890
3728,1489363912
3729,1638223823
3730,1059949329
3731,1390739748
3732,498044885
3733,233234660
3734,617692981
3735,1920736497
3736,1870466092
3737,1387318174
3738,436199930
3739,1438678281
3740,1091600568
3741,254730113
3742,1445365522
3743,1329402328
3744,1826526967
3745,2081995067
3746,2045383238
3747,341012357
3748,967384111
3749,449676616
3750,2060993015
3751,1631452604
3752,743383360
3753,449069213
3754,571922386
3755,139786113
3756,983833324
3757,1404596770
3758,660147751
3759,323000464
3760,1932517048
3761,1252090404
3762,79430088
3763,1518328580
3764,920449060
3765,1242314287
3766,452718991
3767,1656643481
3768,1613645438
3769,1207592853
3770,1071623886
3771,1115521352
3772,593936610
3773,1761007338
3774,1173458962
3775,1177071442
3776,531707577
3777,557780409
3778,683002416
3779,1419641776
3780,727489408
3781,186921785
3782,1859755463
3783,1707436396
3784,842465160
3785,106588744
3786,1282180703
3787,819446508
3788,1444287424
3789,1624237975
3790,283154319
3791,2115920054
3792,2081513011
3793,130361711
3794,1283495910
3795,1864467764
3796,432223097
3797,5987022
3798,1128125895
3799,1900306366
3800,2119941499
3801,410384191
3802,1035243498
3803,1402708642
3804,1194800200
3805,707684594
3806,359587391
3807,364821637
3808,645103581
3809,2081161523
3810,1974794597
3811,1450152771
3812,1698264008
3813,1586179306
3814,1587253785
3815,641960114
3816,1668765415
3817,1470051389
3818,627767280
3819,978659279
3820,329159172
3821,115137085
3822,210814075
3823,289921228
3824,1731803456
3825,1591564068
3826,2000855750
3827,291203784
3828,1133404331
3829,1726283343
3830,45312560
3831,1222075988
3832,332466673
3833,47794594
3834,936192050
3835,2063634356
3836,240097626
3837,1292606913
3838,17926202
3839,777822540
3840,1715396859
3841,1987622792
3842,145860520
3843,832780678
